6443
ADAM12	179.948	235.306	230.043	96.737	20.736	19.314	20.384	33.233	29.522	30.119	12.258	10.865	12.64	11.363	34.444	29.516	49.126	25.151	16.931	24.565	15.161	43.766	48.609	49.354	8.108	145.745	172.078	155.711
ADAM17	34.87	40.469	38.325	36.986	63.508	59.25	64.674	32.231	29.391	31.654	45.844	38.152	38.992	35.949	52.887	58.529	81.148	69.588	63.743	75.228	65.325	24.465	25.249	26.31	37.59	44.24	45.016	44.678
ADAM19	17.597	15.984	15.676	9.594	36.845	40.634	38.755	58.341	52.308	54.55	12.662	12.048	12.71	11.693	53.873	26.774	112.731	13.557	11.092	11.488	10.836	95.869	107.987	102.6	4.472	161.0	166.418	159.8
ADAM9	760.059	457.596	514.77	425.785	167.834	149.707	158.975	308.706	265.239	286.458	87.724	77.791	78.308	66.475	315.167	255.552	387.819	121.602	105.539	129.944	107.362	181.339	217.116	220.01	242.44	163.968	141.426	149.045
ADAMTS1	297.528	1084.839	874.25	182.27	48.397	49.055	55.162	7.032	5.836	5.754	4.731	5.175	4.683	4.607	34.871	39.029	66.673	48.294	30.928	47.523	39.106	17.207	20.772	19.402	29.125	11.504	11.349	10.644
ADAMTS2	24.593	46.398	40.597	27.507	12.658	12.369	13.298	96.487	88.876	87.622	2.785	1.872	2.417	1.754	67.046	75.302	145.177	51.651	35.872	47.609	36.211	87.411	95.273	85.856	28.153	21.722	22.725	21.195
ADAMTS4	1.929	3.0	2.959	1.252	2.211	2.276	2.954	1.54	1.51	1.221	3.334	2.879	3.057	2.426	8.359	18.415	26.977	8.117	7.624	7.81	7.147	10.643	11.021	10.141	8.226	30.769	34.274	31.996
ADAMTSL4	3.147	8.197	5.188	6.05	10.75	14.019	11.705	2.332	2.181	2.509	1.905	2.284	2.648	3.113	50.73	95.274	104.961	11.687	7.6	10.991	8.269	28.295	31.696	28.884	24.791	10.139	9.894	10.659
ADAR	139.83	114.936	115.268	138.256	36.669	37.694	36.072	55.032	57.358	50.048	11.119	10.947	15.277	12.828	20.374	24.089	28.407	77.383	52.7	108.678	67.459	13.047	16.174	16.307	55.407	42.152	45.957	44.107
ADAT2	5.977	4.439	4.714	4.823	33.668	23.975	28.917	1.345	1.269	1.236	7.525	7.57	6.835	7.876	1.386	1.638	1.561	5.043	5.519	7.467	5.861	13.233	13.977	13.262	4.518	12.282	11.731	11.547
ADCK2	3.96	8.409	13.514	7.725	9.64	10.522	8.759	14.373	14.706	12.817	9.373	6.609	7.3	6.991	19.293	15.86	22.843	4.978	4.355	3.721	5.404	14.515	16.267	14.961	5.808	16.768	16.553	17.439
ADCY3	11.357	12.665	12.82	13.688	1.52	1.501	1.655	42.469	39.177	39.65	11.375	10.327	12.565	11.445	16.255	10.062	7.82	10.973	7.114	12.585	8.332	24.708	24.902	23.818	4.293	50.64	52.321	53.785
ADCY6	5.221	7.044	6.789	6.584	17.428	20.528	18.766	17.672	15.998	16.752	12.432	9.869	15.368	13.429	40.796	30.717	53.671	6.049	4.936	5.239	4.562	15.862	15.66	15.801	3.836	53.604	55.625	57.53
ADCY9	26.383	36.367	34.345	20.674	2.016	1.862	2.588	9.444	8.944	8.619	5.126	3.532	5.633	4.536	9.697	8.386	12.943	4.428	2.993	6.372	3.157	14.373	15.983	14.814	3.366	10.319	10.595	10.656
ADD1	95.946	124.374	108.298	82.636	97.121	98.147	94.113	125.383	119.955	125.795	61.233	61.239	69.333	59.125	133.108	105.783	105.865	67.963	53.576	70.22	59.749	110.457	114.698	116.849	67.558	153.028	158.182	156.567
